,name,company,year,Price,kms_driven,fuel_type
363,Tata Nano STD,Tata,2012,64000,18000,Petrol
364,Nissan Micra Diesel XL,Nissan,2013,250000,120000,Diesel
365,Maruti Wagon R LXI,Maruti,2005,65000,35000,Petrol
366,Maruti Swift Dzire VDI,Maruti,2016,550000,60000,Diesel
367,Hyundai i10 Magna,Hyundai,2010,140000,70000,Petrol
368,Renault KWID RXT,Renault,2016,300000,30000,Petrol
369,Volkswagen GTI 1.8 TSI,Volkswagen,2016,800000,70000,Petrol
370,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2625000,9000,Diesel
371,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol
372,Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
373,Tata Safari Storme EX,Tata,2015,503000,110000,Diesel
374,Volvo XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
375,Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
376,Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol
377,Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
378,Honda Jazz VX,Honda,2016,550000,56494,Petrol
379,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
380,Maruti Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
381,Toyota Etios VX,Toyota,2017,625000,25538,Petrol
382,Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
383,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
384,BMW X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
385,BMW X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
386,Honda Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
387,Skoda Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
388,Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
389,Hyundai i10 Magna,Hyundai,2010,150000,106000,Petrol
390,Toyota Etios Liva Diesel TRD Sportivo,Toyota,2012,265000,162000,Diesel
391,Honda CR-V 2.4L 4WD AT,Honda,2009,500000,120000,Petrol
392,Maruti Swift Dzire VDI,Maruti,2015,480000,90000,Diesel
393,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2014,535000,70000,Diesel
394,Toyota Innova 2.5 G1 Diesel 8-seater,Toyota,2005,250000,240000,Diesel
395,Maruti SX4 Celebration Diesel,Maruti,2012,300000,100000,Diesel
396,Hyundai Verna XXi ABS (Petrol),Hyundai,2009,340000,214000,Petrol
397,Hyundai Verna CRDi SX,Hyundai,2009,340000,214000,Diesel
398,Maruti Alto 800 VXI,Maruti,2016,240000,50000,Petrol
399,Honda City i-VTEC CVT V,Honda,2018,1085000,1000,Petrol
400,Maruti Swift Dzire AMT VDI,Maruti,2017,750000,19000,Diesel
401,Tata Indigo LS,Tata,2012,95000,265000,Diesel
402,Maruti Eeco CNG 5 Seater AC,Maruti,2020,409999,35000,CNG
403,Maruti Alto K10 VXI,Maruti,2014,215000,80000,Petrol
404,Mahindra XUV500 AT W10 AWD,Mahindra,2016,1290000,50000,Diesel
405,Maruti Alto K10 LXI,Maruti,2010,150000,80000,Petrol
406,Hyundai EON Sportz,Hyundai,2013,219000,50000,Petrol
407,Tata Tiago 1.2 Revotron XE,Tata,2018,325000,100000,Petrol
408,Maruti Eeco Smiles 5 Seater AC,Maruti,2013,260000,120000,Petrol
409,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2625000,9000,Diesel
410,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol
411,Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
412,Tata Safari Storme EX,Tata,2015,503000,110000,Diesel
413,Volvo XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
414,Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
415,Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol
416,Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
417,Honda Jazz VX,Honda,2016,550000,56494,Petrol
418,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
419,Maruti Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
420,Toyota Etios VX,Toyota,2017,625000,25538,Petrol
421,Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
422,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
423,BMW X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
424,BMW X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
425,Honda Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
426,Skoda Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
427,Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
428,Honda Amaze S CVT Diesel BSIV,Honda,2019,700000,40000,Diesel
429,Hyundai Creta 1.4 CRDi Base,Hyundai,2017,950000,45000,Diesel
430,Maruti Alto LXi BSIII,Maruti,2010,160000,80000,Petrol
431,Hyundai Xcent 1.1 CRDi S Option,Hyundai,2015,409999,135000,Diesel
432,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2015,840000,120000,Diesel
433,Toyota Etios Liva Diesel,Toyota,2013,450000,67000,Diesel
434,Maruti Swift Dzire ZDI Plus,Maruti,2017,900000,50000,Diesel
435,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2008,570000,134000,Diesel
436,Nissan Micra Diesel XV,Nissan,2011,254999,110000,Diesel
437,Maruti 800 AC BSIII,Maruti,2009,130000,40000,Petrol
438,Maruti Swift Dzire VDI,Maruti,2013,530000,120000,Diesel
439,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2015,520000,110000,Diesel
440,Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,229999,170000,Diesel
441,Maruti 800 AC BSIII,Maruti,2004,81000,80000,Petrol
442,Maruti Swift VDI Optional,Maruti,2016,600000,47000,Diesel
443,Hyundai Xcent 1.2 Kappa S Option,Hyundai,2015,409999,93000,Petrol
444,Maruti 800 Std,Maruti,2010,120000,70000,Petrol
445,Maruti Celerio VXI,Maruti,2014,320000,50000,Petrol
446,Ford Figo Diesel EXI,Ford,2015,292000,70000,Diesel
447,Tata Safari DICOR 2.2 LX 4x2,Tata,2012,390000,80000,Diesel
448,Ford Figo 1.2P Titanium Plus MT,Ford,2016,550000,44000,Petrol
449,Maruti Celerio ZXI,Maruti,2014,385000,25000,Petrol
450,Hyundai Creta 1.6 VTVT S,Hyundai,2016,800000,25000,Petrol
451,Maruti Swift Dzire VXI 1.2,Maruti,2019,675000,10000,Petrol
452,Tata Hexa XT,Tata,2018,1525000,50000,Diesel
453,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,950000,30000,Diesel
454,Hyundai i20 Active 1.4 SX with AVN,Hyundai,2015,610000,50000,Diesel
455,Hyundai i20 Asta 1.4 CRDi,Hyundai,2012,525000,120000,Diesel
456,Honda Amaze S CVT Diesel BSIV,Honda,2019,700000,40000,Diesel
457,Mahindra Bolero 2011-2019 SLE,Mahindra,2015,375000,80000,Diesel
458,Nissan Terrano XL Plus 85 PS,Nissan,2015,580000,90000,Diesel
459,Maruti Swift VXI Windsong Limited edition,Maruti,2015,434999,50000,Petrol
460,Datsun RediGO 1.0 S,Datsun,2020,350000,2136,Petrol
461,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2012,730000,250000,Diesel
462,Hyundai i20 Magna 1.2,Hyundai,2015,600000,35000,Petrol
463,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2015,1050000,120000,Diesel
464,Maruti Baleno Alpha 1.3,Maruti,2017,735000,70000,Diesel
465,Renault Duster 110PS Diesel RxZ,Renault,2018,1050000,18000,Diesel
466,Chevrolet Enjoy 1.3 TCDi LS 7,Chevrolet,2016,420000,110000,Diesel
467,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2017,800000,60000,Diesel
468,Toyota Fortuner 4x2 AT,Toyota,2015,2000000,60000,Diesel
469,Maruti Swift Dzire VDI,Maruti,2016,600000,147000,Diesel
470,Toyota Fortuner 4x2 AT,Toyota,2015,1900000,130000,Diesel
471,Chevrolet Captiva LT,Chevrolet,2011,500000,99500,Diesel
472,Tata Indica Vista Aqua 1.4 TDI,Tata,2011,200000,110000,Diesel
473,Nissan Micra Active XL Petrol,Nissan,2016,370000,35000,Petrol
474,Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,2010,260000,110000,Diesel
475,Mahindra KUV 100 mFALCON D75 K8,Mahindra,2016,280000,100000,Diesel
476,Maruti Ertiga VXI,Maruti,2014,610000,21000,Petrol
477,Ford Fiesta Titanium 1.5 TDCi,Ford,2013,300000,60000,Diesel
478,Tata Indigo CS LX DiCOR,Tata,2010,140000,40000,Diesel
479,Hyundai i10 Magna 1.1L,Hyundai,2008,229999,50000,Petrol
480,Maruti A-Star Vxi,Maruti,2010,200000,65000,Petrol
481,Maruti Wagon R VXI BSIII,Maruti,2011,200000,80000,Petrol
482,Hyundai Verna 1.6 CRDi S,Hyundai,2015,560000,119000,Diesel
483,Maruti Ertiga SHVS VDI,Maruti,2016,750000,80000,Diesel
484,Maruti Swift VDI BSIV,Maruti,2017,585000,90000,Diesel
485,Hyundai Verna 1.6 VTVT S Option,Hyundai,2016,760000,20000,Petrol
486,Maruti Swift VDI BSIV,Maruti,2014,430000,80000,Diesel
487,Mahindra KUV 100 D75 K6 Plus,Mahindra,2020,480000,44665,Diesel
488,Kia Seltos HTE D,Kia,2019,643000,10000,Diesel
489,Hyundai Xcent 1.2 VTVT S,Hyundai,2018,500000,60000,Petrol
490,Honda Brio 1.2 S MT,Honda,2016,425000,22000,Petrol
491,Maruti Alto 800 LXI,Maruti,2014,250000,25000,Petrol
492,Maruti Celerio LDi,Maruti,2016,285000,70000,Diesel
493,Maruti Swift Dzire VXi,Maruti,2008,160000,123000,Petrol
494,Volkswagen Vento Diesel Trendline,Volkswagen,2011,250000,70000,Diesel
495,Chevrolet Beat LS,Chevrolet,2013,170000,70000,Petrol
496,Toyota Etios Liva GD,Toyota,2013,409999,45000,Diesel
497,Hyundai Grand i10 AT Asta,Hyundai,2015,400000,40000,Petrol
498,Maruti Swift Dzire VDI,Maruti,2019,700000,30000,Diesel
499,Honda Civic 1.8 V AT,Honda,2007,350000,90000,Petrol
500,Maruti Ertiga BSIV VXI,Maruti,2016,660000,34000,Petrol
501,Maruti Alto 800 VXI,Maruti,2017,268000,25000,Petrol
502,Maruti Alto 800 VXI,Maruti,2016,270000,50000,Petrol
503,Chevrolet Beat Diesel LT,Chevrolet,2013,300000,50000,Diesel
504,Tata Tiago 1.2 Revotron XZ,Tata,2017,450000,90000,Petrol
505,Chevrolet Beat Diesel LT,Chevrolet,2012,220000,70000,Diesel
506,Tata New Safari DICOR 2.2 VX 4x2,Tata,2009,250000,146000,Diesel
507,Ford Figo Petrol EXI,Ford,2012,300000,85000,Petrol
508,Tata Indica V2 2001-2011 DLS BSIII,Tata,2009,88000,201850,Diesel
509,Maruti Swift Dzire VDI,Maruti,2016,561000,30000,Diesel
510,Maruti Swift Dzire VDI,Maruti,2018,755000,15000,Diesel
511,Datsun RediGO S,Datsun,2017,235000,25000,Petrol
512,Maruti Alto K10 LXI,Maruti,2011,165000,90000,Petrol
513,Maruti Swift Dzire LDi,Maruti,2008,190000,80000,Diesel
514,Tata Indica V2 DLX BSII,Tata,2011,110000,50000,Diesel
515,Mahindra Bolero 2011-2019 DI 4WD NON AC,Mahindra,2012,320000,80000,Diesel
516,Maruti Swift VDI BSIV,Maruti,2010,330000,110000,Diesel
517,Hyundai i20 Asta Option 1.2,Hyundai,2016,540000,38000,Petrol
518,Hyundai EON Era Plus,Hyundai,2013,180000,60000,Petrol
519,Maruti Eeco 7 Seater Standard BSIV,Maruti,2016,270000,100000,Petrol
520,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2012,450000,30000,Petrol
521,Maruti Swift Dzire VXI,Maruti,2014,450000,30000,Petrol
522,Chevrolet Beat LT,Chevrolet,2015,200000,50000,Petrol
523,Tata Tiago 1.2 Revotron XZ,Tata,2017,425000,42000,Petrol
524,Chevrolet Sail 1.2 LS ABS,Chevrolet,2016,400000,30000,Petrol
525,Maruti Alto LXi BSIII,Maruti,2009,125000,60000,Petrol
526,Jeep Compass 2.0 Longitude Option BSIV,Jeep,2018,1600000,14000,Diesel
527,Honda City i VTEC VX,Honda,2015,900000,22000,Petrol
528,Volkswagen Vento Diesel Highline,Volkswagen,2012,450000,90000,Diesel
529,Maruti Alto K10 2010-2014 VXI,Maruti,2011,210000,46000,Petrol
530,Hyundai i20 1.2 Asta Option,Hyundai,2018,801000,20000,Petrol
531,Tata Venture EX 7 Str Captain Seats,Tata,2014,317000,15000,Diesel
532,Maruti Ertiga VXI,Maruti,2015,600000,40000,Petrol
533,Hyundai i20 Magna,Hyundai,2014,330000,30000,Petrol
534,Hyundai EON Magna Plus,Hyundai,2017,320000,15000,Petrol
535,Maruti Estilo LXI,Maruti,2010,160000,50000,Petrol
536,Hyundai Getz GLX,Hyundai,2007,120000,110000,Petrol
537,Maruti Alto LXi,Maruti,2009,130000,70000,Petrol
538,Chevrolet Sail 1.2 LS,Chevrolet,2015,220000,80000,Petrol
539,Maruti Swift VDI BSIV,Maruti,2008,229999,50000,Diesel
540,Tata Zest Revotron 1.2T XM,Tata,2015,340000,110000,Petrol
541,Ford Classic 1.4 Duratorq CLXI,Ford,2013,200000,70000,Diesel
542,Maruti Alto LXI,Maruti,2002,140000,50000,Petrol
543,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2013,1000000,190000,Diesel
544,Mahindra Bolero SLX,Mahindra,2010,495000,100000,Diesel
545,Maruti Alto 800 LXI,Maruti,2015,236000,60000,Petrol
546,Maruti Wagon R VXI BS IV,Maruti,2015,390000,40000,Petrol
547,Maruti Swift Dzire VDi,Maruti,2009,275000,90000,Diesel
548,Tata Safari Storme EX,Tata,2015,503000,110000,Diesel
549,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2017,775000,32000,Diesel
550,Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,2016,1800000,30000,Diesel
551,Hyundai Creta 1.6 CRDi SX,Hyundai,2016,850000,58000,Diesel
552,Maruti Vitara Brezza VDi,Maruti,2018,750000,5000,Diesel
553,Hyundai i20 1.2 Spotz,Hyundai,2018,570000,25000,Petrol
554,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,580000,32000,Petrol
555,Honda Jazz 1.2 VX i VTEC,Honda,2016,484999,30000,Petrol
556,Honda BR-V i-VTEC S MT,Honda,2017,700000,43000,Petrol
557,Hyundai Verna S,Hyundai,2012,415000,60000,Petrol
558,Nissan Micra XV CVT,Nissan,2015,325000,50000,Petrol
559,Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2018,550000,14200,Petrol
560,Hyundai EON Sportz,Hyundai,2017,300000,10000,Petrol
561,Datsun RediGO T Option,Datsun,2018,217000,25000,Petrol
562,Ford Freestyle Titanium Petrol BSIV,Ford,2018,700000,19100,Petrol
563,Hyundai Santro Sportz AMT BSIV,Hyundai,2019,466000,25000,Petrol
564,Ford EcoSport 1.5 Diesel Trend BSIV,Ford,2014,484999,54000,Diesel
565,Nissan Sunny XL D,Nissan,2018,670000,35000,Diesel
566,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,500000,20000,Petrol
567,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,675000,52000,Diesel
568,Hyundai i20 1.4 CRDi Asta,Hyundai,2011,220000,120000,Diesel
569,Jeep Compass 2.0 Limited,Jeep,2017,1650000,50000,Diesel
570,Maruti Ertiga ZDI,Maruti,2013,630000,120000,Diesel
571,Tata Manza Aura Quadrajet,Tata,2010,250000,90000,Diesel
572,Maruti Wagon R LXI,Maruti,2004,120000,120000,Petrol
573,Skoda Rapid 1.5 TDI Elegance,Skoda,2015,300000,101500,Diesel
574,Hyundai Verna 1.6 CRDi EX AT,Hyundai,2013,525000,75000,Diesel
575,Maruti Alto K10 LXI,Maruti,2011,204999,97500,Petrol
576,Maruti Alto K10 LXI,Maruti,2011,204999,97500,Petrol
577,Mahindra Scorpio 1.99 S10,Mahindra,2016,1100000,100000,Diesel
578,Renault Duster 110PS Diesel RxZ,Renault,2012,480000,55735,Diesel
579,Mahindra XUV500 W4,Mahindra,2014,605000,80000,Diesel
580,Maruti Alto 800 LXI Optional,Maruti,2016,250000,50000,Petrol
581,Ford Figo Diesel Celebration Edition,Ford,2013,245000,70000,Diesel
582,Hyundai i10 Magna 1.2 iTech SE,Hyundai,2012,210000,76000,Petrol
583,Maruti Swift Dzire VXI 1.2,Maruti,2020,730000,1500,Petrol
584,Mahindra Bolero 2011-2019 SLX,Mahindra,2012,500000,76000,Diesel
585,Maruti Wagon R VXI Optional,Maruti,2015,400000,40000,Petrol
586,Hyundai EON Magna Plus,Hyundai,2015,280000,60000,Petrol
587,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2009,561000,170000,Diesel
588,Mitsubishi Pajero Sport 4X4,Mitsubishi,2013,950000,181491,Diesel
589,Chevrolet Beat Diesel LS,Chevrolet,2016,375000,53319,Diesel
590,Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen,2017,700000,40906,Diesel
591,Toyota Etios VX,Toyota,2012,375000,31711,Petrol
592,Hyundai EON Era Plus,Hyundai,2012,270000,43755,Petrol
593,Renault KWID RXT,Renault,2016,300000,66693,Petrol
594,Maruti Zen Estilo VXI BSIV,Maruti,2010,225000,59549,Petrol
595,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2015,1350000,94385,Diesel
596,Maruti Zen Estilo LXI BSIII,Maruti,2010,200000,73730,Petrol
597,Hyundai Verna 1.6 SX,Hyundai,2011,400000,221889,Diesel
598,Honda Amaze VX i-DTEC,Honda,2013,500000,116104,Diesel
599,Maruti Swift VXI BSIV,Maruti,2015,500000,150546,Petrol
600,Toyota Fortuner 2.8 2WD MT,Toyota,2013,1500000,148120,Diesel
601,Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,2015,555000,20000,Petrol
602,Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,2018,580000,30000,Petrol
603,Tata Aria Pride,Tata,2011,337000,142000,Diesel
604,Tata Sumo CX 10 Str BSIV,Tata,2011,175000,20000,Diesel
605,Tata Manza Aura Plus Quadrajet,Tata,2009,180000,120000,Diesel
606,Hyundai i10 Sportz 1.1L,Hyundai,2011,200000,80000,Petrol
607,Tata Indigo CS LX (TDI) BS-III,Tata,2016,260000,60000,Diesel
608,Renault KWID 1.0 RXT Optional,Renault,2016,350000,25000,Petrol
609,Mahindra Bolero SLX,Mahindra,2011,409999,50000,Diesel
610,Mahindra TUV 300 T8,Mahindra,2017,655000,126000,Diesel
611,Maruti Swift Dzire LDI,Maruti,2015,370000,170000,Diesel
612,Maruti Alto 800 LXI,Maruti,2013,200000,24000,Petrol
613,Maruti Ertiga SHVS ZDI,Maruti,2017,800000,100000,Diesel
614,Tata Tiago NRG Petrol,Tata,2019,550000,10000,Petrol
615,Ford Figo Diesel ZXI,Ford,2012,300000,70000,Diesel
616,Maruti Omni E MPI STD BS IV,Maruti,2017,220000,40000,Petrol
617,Maruti Wagon R LXI BS IV,Maruti,2011,196000,110000,Petrol
618,Hyundai i10 Era,Hyundai,2008,135000,80000,Petrol
619,Tata Bolt Revotron XE,Tata,2015,299000,16500,Petrol
620,Maruti Alto K10 VXI,Maruti,2017,300000,30000,Petrol
621,Maruti Ertiga SHVS VDI,Maruti,2017,720000,80000,Diesel
622,Tata Safari Storme EX,Tata,2016,650000,50000,Diesel
623,Maruti Alto K10 VXI,Maruti,2016,300000,25000,Petrol
624,Hyundai Grand i10 1.2 CRDi Asta,Hyundai,2019,750000,20000,Diesel
625,Renault KWID RXT,Renault,2016,260000,60000,Petrol
626,Maruti Swift VDI,Maruti,2011,300000,70000,Diesel
627,Mahindra Bolero 2011-2019 SLX,Mahindra,2014,600000,50000,Diesel
628,Honda Accord V6 AT,Honda,2004,275000,100000,Petrol
629,Maruti Alto K10 VXI,Maruti,2015,250000,52000,Petrol
630,Maruti Swift Dzire VDI,Maruti,2014,420000,80000,Diesel
631,Hyundai EON Era Plus,Hyundai,2015,235000,50000,Petrol
632,Mahindra Scorpio S10 7 Seater,Mahindra,2016,1100000,60000,Diesel
633,Maruti Alto K10 VXI,Maruti,2019,360000,25000,Petrol
634,Hyundai Grand i10 CRDi Asta,Hyundai,2014,380000,50000,Diesel
635,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2016,650000,125000,Diesel
636,Maruti Wagon R VXI Optional,Maruti,2016,350000,80000,Petrol
637,Mahindra Bolero 2011-2019 DI - AC BS III,Mahindra,2017,700000,70000,Diesel
638,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,2010,270000,90000,Diesel
639,Tata Bolt Quadrajet XE,Tata,2017,450000,50000,Diesel
640,Mahindra Thar CRDe,Mahindra,2016,630000,101000,Diesel
641,Mahindra Xylo E4 BS IV,Mahindra,2010,229999,168000,Diesel
642,Mahindra Xylo E4 BS IV,Mahindra,2010,229999,168000,Diesel
643,Maruti Wagon R VXI BS IV,Maruti,2011,270000,40000,Petrol
644,Tata Indica Vista Aura Safire Anniversary Edition,Tata,2009,135000,28900,Petrol
645,Maruti Wagon R VXI BS IV,Maruti,2012,275000,20000,Petrol
646,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2625000,9000,Diesel
647,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol
648,Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
649,Tata Safari Storme EX,Tata,2015,503000,110000,Diesel
650,Volvo XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
651,Toyota Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
652,Maruti Wagon R LXI,Maruti,2013,225000,58343,Petrol
653,Maruti Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
654,Honda Jazz VX,Honda,2016,550000,56494,Petrol
655,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
656,Maruti Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
657,Toyota Etios VX,Toyota,2017,625000,25538,Petrol
658,Maruti Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
659,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
660,BMW X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
661,BMW X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
662,Honda Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
663,Skoda Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
664,Volvo V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
665,Mahindra TUV 300 T8,Mahindra,2015,634000,165000,Diesel
666,Maruti A-Star Zxi,Maruti,2012,235000,98500,Petrol
667,Hyundai i10 Asta,Hyundai,2008,275000,98000,Petrol
668,Mahindra Thar CRDe AC,Mahindra,2014,700000,40000,Diesel
669,Fiat Grande Punto Sport 90BHP,Fiat,2013,400000,90000,Diesel
670,Maruti Alto LXi,Maruti,2012,215000,90000,Petrol
671,Hyundai Getz 1.5 CRDi GVS,Hyundai,2009,150000,110000,Diesel
672,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,2018,950000,77800,Diesel
673,Mahindra TUV 300 T8,Mahindra,2015,730000,100000,Diesel
674,Tata Indica V2 Turbomax DLS BS IV,Tata,2012,135000,120000,Diesel
675,Hyundai Xcent 1.2 Kappa Base,Hyundai,2016,350000,80000,Petrol
676,Mahindra KUV 100 G80 K6 Plus,Mahindra,2018,535000,21000,Petrol
677,Maruti Swift Dzire Tour S CNG,Maruti,2018,455000,100000,Petrol
678,Maruti Swift Dzire VXI 1.2,Maruti,2019,655000,25000,Petrol
679,Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,800000,30000,Diesel
680,Toyota Yaris V CVT BSIV,Toyota,2018,1100000,25000,Petrol
681,Mercedes-Benz E-Class E250 CDI Avantgarde,Mercedes-Benz,2016,3000000,40000,Diesel
682,Toyota Fortuner 4x2 4 Speed AT,Toyota,2012,1225000,160000,Diesel
683,Mahindra KUV 100 G80 K2,Mahindra,2018,340000,51492,Petrol
684,Volkswagen Vento Diesel Highline,Volkswagen,2011,300000,72000,Diesel
685,Ford Figo 1.2P Titanium Opt MT,Ford,2016,370000,60000,Petrol
686,Mahindra Bolero 2011-2019 SLE,Mahindra,2013,330000,136000,Diesel
687,Hyundai Santro Xing GLS,Hyundai,2014,238000,60000,Petrol
688,Hyundai Santro Xing XG,Hyundai,2006,72000,110000,Petrol
689,Hyundai Santro Xing GLS,Hyundai,2013,200000,90000,Petrol
690,Nissan Sunny Diesel XV,Nissan,2014,320000,91000,Diesel
691,Hyundai Santro Xing GL Plus,Hyundai,2009,114999,90000,Petrol
692,Maruti Wagon R LXI BS IV,Maruti,2015,320000,50000,Petrol
693,Hyundai i10 Era,Hyundai,2010,210000,20000,Petrol
694,Mahindra Xylo D2 BS IV,Mahindra,2011,200000,120000,Diesel
695,Maruti Wagon R LXI Minor,Maruti,2009,135000,150000,Petrol
696,Tata Indigo CS LS (TDI) BS-III,Tata,2015,350000,52000,Diesel
697,Mahindra Bolero 2011-2019 DI BSIII,Mahindra,2014,350000,167000,Diesel
698,Maruti Swift Dzire VDI,Maruti,2017,680000,40000,Diesel
699,Maruti Swift Vdi BSIII,Maruti,2010,200000,190000,Diesel
700,Renault KWID 1.0 RXT Optional,Renault,2016,300000,50000,Petrol
701,Mahindra Xylo E6,Mahindra,2011,270000,70000,Diesel
702,Maruti Wagon R LXI BSIII,Maruti,2012,225000,80000,Petrol
703,Mahindra Bolero DI DX 8 Seater,Mahindra,2008,250000,120000,Diesel
704,Mahindra TUV 300 T8,Mahindra,2015,590000,40000,Diesel
705,Hyundai EON Era Plus,Hyundai,2015,290000,17000,Petrol
706,Maruti Zen Estilo LXI BS IV,Maruti,2010,100000,180000,Petrol
707,Maruti Celerio VXI,Maruti,2016,395000,50000,Petrol
708,Hyundai EON Era Plus,Hyundai,2014,195000,65000,Petrol
709,Tata Nano Cx,Tata,2011,45000,10000,Petrol
710,Mahindra Bolero DI DX 8 Seater,Mahindra,2009,270000,70000,Diesel
711,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,2014,600000,90000,Diesel
712,Hyundai i20 Asta 1.4 CRDi,Hyundai,2015,715000,50000,Diesel
713,Hyundai Elite i20 Magna Plus BSIV,Hyundai,2019,600000,10000,Petrol
714,Mahindra TUV 300 T6 Plus,Mahindra,2019,875000,25000,Diesel
715,Mahindra Scorpio M2DI,Mahindra,2011,420000,100000,Diesel
716,Honda CR-V 2.4 4WD AT,Honda,2007,325000,70000,Petrol
717,Datsun GO Anniversary Edition,Datsun,2017,385000,30000,Petrol
718,Mahindra KUV 100 mFALCON G80 K2,Mahindra,2016,300000,40000,Petrol
719,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2012,335000,135000,Diesel
720,Maruti Celerio LXI,Maruti,2014,300000,35000,Petrol
721,Hyundai Accent GLE,Hyundai,2004,80000,120000,Petrol
722,Mahindra Bolero 2011-2019 SLE,Mahindra,2012,400000,120000,Diesel
